date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-12,LU,6023,47.1047,8.26358,0,0,1,0,0
2020-03-12,VD,1080,46.5682,6.75443,0,1,0,0,0
2020-03-12,OW,6073,46.8729,8.26922,0,0,0,1,0
2020-03-12,OW,6055,46.9388,8.27038,1,0,0,1,0
2020-03-12,GR,7231,46.94,9.70873,1,0,0,0,0
2020-03-12,VD,1524,46.7607,6.90166,0,1,0,0,0
2020-03-12,VD,1882,46.2794,7.09473,0,2,0,0,0
2020-03-12,UR,6463,46.9021,8.72518,1,0,0,0,0
2020-03-12,ZH,8954,47.4207,8.41201,0,0,0,0,1
2020-03-12,VD,1260,46.3864,6.22624,1,0,0,0,0
2020-03-12,AG,5053,47.2831,8.03872,0,1,0,0,0
2020-03-12,AG,5465,47.5633,8.34505,1,0,0,0,0
2020-03-12,BE,4538,47.2541,7.67756,0,1,0,0,0
2020-03-12,TI,6926,45.9847,8.91649,0,1,0,0,0
2020-03-12,TI,6723,46.4701,8.90693,1,0,0,0,0
2020-03-12,AG,5742,47.3336,8.02102,1,1,0,0,0
2020-03-12,BE,3324,47.0417,7.54327,0,1,0,0,0
2020-03-12,GL,8868,47.1113,9.01776,0,1,0,0,0
2020-03-12,VS,1964,46.2725,7.25473,0,1,0,0,0
2020-03-12,VS,1874,46.1588,6.84583,1,0,1,0,0
2020-03-12,ZH,8165,47.5037,8.4192,0,1,0,0,0
2020-03-12,ZH,8401,47.4985,8.73299,1,0,0,1,0
2020-03-12,BE,3366,47.1656,7.70515,0,0,0,1,0
2020-03-12,TI,6837,45.8754,9.04392,0,1,1,0,0
2020-03-12,GR,7056,46.8137,9.64466,0,0,0,1,0
2020-03-12,BE,4914,47.2356,7.81718,0,0,0,0,1
2020-03-12,FR,1786,46.971,7.1106,0,0,0,0,1
2020-03-12,SZ,6442,47.0056,8.52766,1,0,0,0,0
2020-03-12,BL,4437,47.3767,7.73942,0,0,0,1,0
2020-03-12,BL,4450,47.4722,7.80773,0,0,0,1,0
2020-03-12,ZH,8414,47.5347,8.97637,1,0,0,0,0
2020-03-12,ZH,8421,47.526,8.62239,2,0,0,0,0
2020-03-12,AG,5244,47.4339,8.24143,0,0,0,0,1
2020-03-12,TG,8597,47.6247,9.24829,0,0,0,2,0
2020-03-12,ZH,8496,47.3508,8.93504,0,1,0,0,0
2020-03-12,SO,4617,47.3128,7.83526,0,0,0,0,1
2020-03-12,VD,1180,46.4576,6.33156,2,0,0,0,0
2020-03-12,GR,6563,46.4478,9.20176,0,0,1,0,0
2020-03-12,TI,6632,46.2244,8.8796,0,0,1,0,0
2020-03-12,VD,1041,46.6123,6.69362,0,2,0,0,0
2020-03-12,ZH,8604,47.3926,8.6896,1,0,0,0,0
2020-03-12,VD,1659,46.4992,7.21428,1,0,0,0,0
2020-03-12,AG,5445,47.3702,8.33709,1,0,0,0,0
2020-03-12,BL,4438,47.358,7.77093,0,0,0,0,1
2020-03-12,JU,2908,47.3915,6.93364,0,0,0,1,0
2020-03-12,VD,1322,46.6852,6.48278,0,0,2,0,0
2020-03-12,FR,1795,46.8915,7.10892,0,0,1,0,0
2020-03-12,AG,5316,47.58,8.20798,0,0,1,0,0
2020-03-12,UR,6460,46.8868,8.63491,0,0,0,0,1
2020-03-12,TI,6883,45.8428,8.97851,0,0,0,0,1
2020-03-12,BE,3425,47.136,7.60273,0,1,0,0,0
2020-03-12,FR,1485,46.7802,6.83071,0,0,2,0,0
2020-03-12,BE,3773,46.4971,7.4226,0,1,0,0,0
2020-03-12,TI,6875,45.8801,9.03007,0,0,0,2,0
2020-03-12,BE,3711,46.6529,7.68646,0,0,1,0,0
2020-03-12,SO,3253,47.1088,7.3912,0,1,0,0,0
2020-03-12,SG,9212,47.443,9.25549,1,0,0,0,0
2020-03-12,TI,6966,46.0499,8.9991,0,0,1,0,0
2020-03-12,BL,4443,47.4285,7.83889,0,0,1,0,1
2020-03-12,VS,1945,45.9802,7.18841,0,0,0,1,0
2020-03-12,ZH,8825,47.1254,8.69063,0,0,0,1,0
2020-03-12,VD,1144,46.5532,6.37732,1,1,0,0,0
2020-03-12,VS,1927,46.0774,7.10281,1,0,0,0,0
2020-03-12,TI,6653,46.1933,8.72802,0,1,0,0,0
2020-03-12,AR,9062,47.3989,9.35818,1,0,0,0,0
2020-03-12,SG,9323,47.4943,9.43565,1,0,0,0,0
2020-03-12,TI,6656,46.1785,8.71339,0,0,0,1,0
2020-03-12,VD,1866,46.3519,7.0714,0,0,0,1,0
2020-03-12,GE,1283,46.1986,5.98868,0,1,0,0,0
2020-03-12,LU,6014,47.0607,8.2515,1,0,0,0,1
2020-03-12,BL,4153,47.4965,7.58593,1,0,1,0,0
2020-03-12,AG,5333,47.5547,8.31364,0,0,0,1,0
2020-03-12,UR,6472,46.8124,8.59947,1,0,0,0,0
2020-03-12,AG,4812,47.3032,7.98488,0,0,0,0,1
2020-03-12,ZH,8070,47.3691,8.53801,0,0,0,2,0
2020-03-12,AG,5637,47.2257,8.3314,0,1,0,0,0
2020-03-12,GR,7112,46.6993,9.23799,0,0,2,0,0
2020-03-12,JU,2953,47.4089,7.19251,0,1,0,0,0
2020-03-12,AG,5454,47.3916,8.34943,0,2,0,0,0
2020-03-12,SG,9655,47.2001,9.21969,1,0,0,0,0
2020-03-12,GE,1231,46.1889,6.17799,0,0,0,1,0
2020-03-12,ZH,8494,47.3733,8.88398,0,0,0,1,0
2020-03-12,GE,1226,46.1961,6.20442,1,0,0,0,0
2020-03-12,FR,1474,46.8212,6.81007,0,1,0,0,0
2020-03-12,AG,5212,47.4599,8.16511,0,0,0,2,0
2020-03-12,NE,2088,47.0505,7.02402,0,0,0,1,0
2020-03-12,SG,9016,47.4221,9.37595,0,1,0,0,0
2020-03-12,VD,1407,46.7266,6.71463,0,0,0,0,3
2020-03-12,BE,3183,46.8514,7.31804,0,0,1,0,0
2020-03-12,NE,2065,47.0503,6.95659,0,0,0,0,1
2020-03-12,SG,9245,47.4421,9.1815,0,0,1,0,1
2020-03-12,AG,5201,47.4838,8.20725,1,0,0,0,0
2020-03-12,GE,1208,46.2084,6.1427,0,0,1,0,0
2020-03-12,VD,1132,46.5006,6.4437,1,0,0,1,0
2020-03-12,VS,3985,46.4921,8.27463,1,1,0,0,0
2020-03-12,ZG,6310,47.1662,8.51541,0,0,0,0,1
2020-03-12,TI,6500,46.1999,9.02267,0,0,0,1,0
2020-03-12,LU,6021,47.0834,8.27422,0,1,0,0,0
2020-03-12,AG,5276,47.5659,8.15486,0,0,0,0,1
2020-03-12,SH,8235,47.7517,8.65688,0,0,0,1,2
2020-03-12,FR,3186,46.8447,7.19101,0,1,0,0,0
2020-03-12,BE,2713,47.2685,7.16673,0,0,1,0,0
2020-03-12,AR,9038,47.4278,9.48208,1,0,0,0,0
2020-03-12,AG,5116,47.4258,8.165,0,1,0,0,0
2020-03-12,JU,2922,47.4366,7.04556,1,0,0,0,0
2020-03-12,BE,3462,47.0614,7.74837,0,0,0,1,1
2020-03-12,BE,2520,47.0753,7.10165,0,1,0,0,0
2020-03-12,GR,7206,46.9573,9.58142,0,0,1,0,0
2020-03-12,BE,3754,46.6064,7.53627,0,0,0,1,1
2020-03-12,TI,6719,46.502,8.95,0,0,0,1,0
2020-03-12,BE,3504,46.8712,7.64286,0,2,0,0,0
2020-03-12,BE,3226,47.0065,7.16274,0,0,1,0,0
2020-03-12,TI,6658,46.167,8.60851,1,0,0,0,0
2020-03-12,TI,6838,45.8979,9.06028,0,0,0,0,1
2020-03-12,FR,1617,46.5351,6.88047,0,2,0,0,0
2020-03-12,SO,4514,47.2284,7.46788,0,0,0,1,0
2020-03-12,BE,3813,46.6274,7.82792,1,0,0,0,0
2020-03-12,SO,4629,47.2808,7.83277,1,0,0,0,0
2020-03-12,AG,5522,47.4,8.2793,0,0,0,0,1
2020-03-12,JU,2882,47.3577,7.15331,1,0,0,0,0
2020-03-12,VD,1607,46.5491,6.83525,0,0,0,0,2
2020-03-12,VD,1892,46.1999,7.04298,0,0,1,0,0
2020-03-12,BS,4054,47.5487,7.58768,1,0,0,0,0
2020-03-12,SZ,8857,47.1263,8.88947,0,0,0,0,2
2020-03-12,ZH,8914,47.2754,8.48975,0,0,0,1,0
2020-03-12,NE,2318,46.9848,6.7507,0,0,1,0,0
2020-03-12,BE,3204,46.9041,7.26308,0,0,2,0,0
2020-03-12,AG,5512,47.4167,8.25393,0,0,0,1,0
2020-03-12,BE,3704,46.6512,7.73612,1,0,0,1,0
2020-03-12,TG,9508,47.5219,8.98509,0,0,1,0,0
2020-03-12,BS,4058,47.5577,7.59366,0,0,2,0,0
2020-03-12,SG,8873,47.1602,9.16656,0,1,0,0,0
2020-03-12,ZH,8000,47.3605,8.47522,0,0,0,0,2
2020-03-12,ZH,8800,47.2875,8.5592,1,0,0,0,1
2020-03-12,LU,6286,47.2385,8.25163,0,0,0,1,0
2020-03-12,BL,4455,47.4451,7.7986,0,0,0,0,1
2020-03-12,GE,1255,46.1716,6.16667,0,0,0,0,2
2020-03-12,BE,3360,47.1946,7.71379,0,0,0,2,0
2020-03-12,BE,3018,46.9476,7.40646,1,0,0,0,0
2020-03-12,SH,8213,47.682,8.512,0,0,0,1,0
2020-03-12,NE,2117,46.8631,6.48751,0,0,0,1,0
2020-03-12,VD,1354,46.734,6.51209,0,0,0,0,1
2020-03-12,TG,8255,47.6678,8.74812,0,0,0,0,2
2020-03-12,GR,7560,46.8826,10.4668,1,0,0,0,0
2020-03-12,VS,3901,46.201,8.12901,0,2,0,0,0
2020-03-12,VS,3945,46.3202,7.71879,0,0,1,0,0
2020-03-12,BL,4144,47.4955,7.62834,0,0,0,1,1
2020-03-12,AG,5028,47.4853,8.04347,2,0,0,0,0
