date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered
2020-03-11,BE,2534,47.1562,7.19312,0,0,1,0,0
2020-03-11,SG,9473,47.2115,9.43065,0,0,0,1,0
2020-03-11,ZH,8914,47.2754,8.48975,1,0,0,0,0
2020-03-11,BE,3147,46.8765,7.36851,1,0,0,0,0
2020-03-11,FR,3286,46.9402,7.13493,1,0,0,0,0
2020-03-11,VS,1988,46.1814,7.37134,0,0,0,1,0
2020-03-11,VS,3905,46.055,7.96519,0,0,1,0,0
2020-03-11,LU,6004,47.0471,8.32522,0,0,1,0,0
2020-03-11,JU,2884,47.3497,7.14375,0,0,1,0,0
2020-03-11,GR,7242,46.946,9.75474,0,1,0,0,0
2020-03-11,BE,3315,47.1369,7.52988,0,1,0,0,0
2020-03-11,TI,6978,45.9919,8.99854,1,0,0,0,0
2020-03-11,VS,3967,46.2451,7.50839,0,1,0,0,0
2020-03-11,TI,6966,46.0499,8.9991,1,0,0,0,0
2020-03-11,BE,3631,46.7178,7.56414,0,0,0,0,1
2020-03-11,GR,7115,46.6977,9.17758,0,0,0,1,0
2020-03-11,BE,3303,47.0522,7.50357,0,0,1,0,0
2020-03-11,VD,1865,46.2931,7.23107,0,0,1,0,0
2020-03-11,TI,6602,46.1728,8.80095,0,1,0,0,0
2020-03-11,SO,4234,47.388,7.60208,0,0,1,0,0
2020-03-11,BE,2532,47.1417,7.21842,0,0,2,1,0
2020-03-11,GR,7415,46.7303,9.44576,0,1,0,1,0
2020-03-11,ZH,8401,47.4985,8.73299,0,0,1,0,1
2020-03-11,BE,3097,46.9441,7.40124,1,0,1,0,1
2020-03-11,VD,1818,46.4317,6.91051,1,0,1,0,0
2020-03-11,SG,9430,47.4477,9.62646,0,0,1,0,1
2020-03-11,BL,2814,47.4283,7.35432,0,0,1,0,0
2020-03-11,BE,3533,46.89,7.6928,0,0,1,0,0
2020-03-11,GR,7000,46.8521,9.53014,1,0,0,0,1
2020-03-11,SH,8241,47.7601,8.7209,0,0,1,0,0
2020-03-11,LU,6011,47.0338,8.27921,0,1,0,0,0
2020-03-11,BE,2615,47.1387,6.95224,0,0,0,0,1
2020-03-11,LU,6404,47.0543,8.43831,1,0,0,0,0
2020-03-11,SG,9008,47.4221,9.37595,0,2,0,0,0
2020-03-11,BE,4900,47.2158,7.79456,0,0,0,1,1
2020-03-11,SG,9501,47.4555,9.05206,0,1,1,0,0
2020-03-11,VD,1307,46.3468,7.16329,1,0,0,0,0
2020-03-11,VD,1262,46.3815,6.20394,0,0,1,0,0
2020-03-11,VD,1407,46.7266,6.71463,0,0,0,0,2
2020-03-11,SG,7324,47.0112,9.44986,0,0,0,0,1
2020-03-11,NE,2019,46.9863,6.80397,0,0,0,0,1
2020-03-11,TI,6871,45.8733,8.97695,1,0,0,0,0
2020-03-11,FR,1786,46.971,7.1106,1,0,0,0,0
2020-03-11,GR,7146,46.7066,9.15899,0,0,0,1,0
2020-03-11,VD,1416,46.7001,6.67557,0,0,1,0,0
2020-03-11,SO,5014,47.3478,7.99641,1,0,0,0,1
2020-03-11,BS,4057,47.5487,7.58768,0,0,0,1,0
2020-03-11,TI,6994,46.0191,8.87383,2,0,0,0,0
2020-03-11,VD,1882,46.2794,7.09473,0,1,1,0,0
2020-03-11,VD,1844,46.4038,6.96895,1,0,0,0,0
2020-03-11,SG,9467,47.2451,9.47348,0,1,0,0,0
2020-03-11,AR,9411,47.4102,9.52913,0,1,0,0,0
2020-03-11,ZH,8824,47.2662,8.32055,0,0,1,0,0
2020-03-11,JU,2950,47.3929,7.12187,2,0,0,0,0
2020-03-11,OW,6073,46.8729,8.26922,0,1,0,0,0
2020-03-11,UR,6493,46.6075,8.56274,0,0,0,2,0
2020-03-11,LU,6286,47.2385,8.25163,0,1,0,0,0
2020-03-11,ZH,8450,47.5928,8.6756,0,0,0,0,1
2020-03-11,SO,4614,47.3454,7.82453,0,0,1,0,0
2020-03-11,BE,3125,46.8588,7.49239,0,1,0,0,0
2020-03-11,LU,6277,47.1947,8.29393,0,1,0,0,0
2020-03-11,ZH,8080,47.3477,8.52114,0,1,0,0,0
2020-03-11,GE,1200,46.2058,6.14139,0,1,0,0,0
2020-03-11,FL,9494,47.1481,9.56662,1,1,0,0,0
2020-03-11,NE,2318,46.9848,6.7507,0,1,0,0,0
2020-03-11,LU,6145,47.1518,7.90557,0,0,1,0,0
2020-03-11,BE,3415,47.017,7.66627,0,0,1,0,0
2020-03-11,AG,5236,47.5148,8.17616,1,0,0,0,0
2020-03-11,BE,3360,47.1946,7.71379,0,0,0,1,0
2020-03-11,BL,4410,47.4854,7.72573,1,0,0,0,0
2020-03-11,BE,3655,46.7353,7.74775,0,0,0,0,1
2020-03-11,GR,7113,46.7038,9.19804,1,1,0,0,0
2020-03-11,SO,4719,47.3517,7.64272,0,0,1,0,0
2020-03-11,GR,7473,46.6682,9.64548,0,0,0,1,0
2020-03-11,FR,1740,46.7652,7.06456,0,1,0,0,0
2020-03-11,ZH,8639,47.2764,8.94225,0,0,0,0,1
2020-03-11,SO,4710,47.3144,7.70038,2,0,0,0,0
2020-03-11,VS,3975,46.3178,7.49901,0,0,1,0,0
2020-03-11,VD,1440,46.7906,6.62031,2,0,0,0,0
2020-03-11,NE,2088,47.0505,7.02402,0,1,0,0,0
2020-03-11,GR,7137,46.7667,9.15746,2,0,0,0,0
2020-03-11,AG,5276,47.5659,8.15486,0,1,0,0,0
2020-03-11,SH,8207,47.7157,8.64122,1,0,0,0,0
2020-03-11,AI,9058,47.2966,9.45452,0,0,0,0,1
2020-03-11,SH,8235,47.7517,8.65688,0,0,0,1,1
2020-03-11,TI,6653,46.1933,8.72802,0,0,1,0,0
2020-03-11,AG,5244,47.4339,8.24143,0,1,0,0,0
2020-03-11,BL,4244,47.4329,7.46428,0,1,0,0,0
2020-03-11,BE,2743,47.2635,7.40423,0,0,0,1,0
2020-03-11,BE,3625,46.752,7.68229,0,1,0,0,0
2020-03-11,SG,9245,47.4421,9.1815,0,0,0,0,2
2020-03-11,ZH,8603,47.3818,8.656,0,0,0,2,0
2020-03-11,BE,3095,46.9209,7.42556,0,0,0,1,0
2020-03-11,BE,3040,46.948,7.44821,0,0,2,0,0
2020-03-11,GR,7427,46.6902,9.40179,1,0,0,1,0
2020-03-11,TG,8597,47.6247,9.24829,0,0,0,1,0
2020-03-11,TI,6662,46.2024,8.6233,0,1,0,0,0
2020-03-11,BE,2572,47.0841,7.21294,0,0,0,0,1
2020-03-11,GR,7526,46.64,10.0217,0,0,0,2,0
2020-03-11,ZG,6310,47.1662,8.51541,0,0,0,1,0
2020-03-11,TI,6815,45.9567,8.94425,0,1,0,0,0
2020-03-11,GE,1237,46.1675,5.99823,0,0,2,0,0
2020-03-11,FR,1679,46.6596,6.91199,0,0,0,1,0
2020-03-11,ZH,8041,47.3828,8.53081,0,0,1,0,0
2020-03-11,GR,7265,46.8327,9.85376,0,0,1,0,0
2020-03-11,BL,4416,47.4458,7.73706,0,0,0,0,1
2020-03-11,SO,4118,47.4846,7.44629,0,0,0,0,1
2020-03-11,BE,3204,46.9041,7.26308,0,0,1,0,0
2020-03-11,VS,1947,46.066,7.23322,0,0,1,0,0
2020-03-11,BE,3049,46.9918,7.33427,0,1,0,0,0
2020-03-11,ZH,8325,47.4378,8.69665,0,0,0,0,1
2020-03-11,AG,5234,47.5296,8.20728,0,0,1,0,0
2020-03-11,TG,8572,47.5795,9.15447,0,1,0,0,0
2020-03-11,TG,8285,47.6348,9.14599,0,0,1,0,0
2020-03-11,BE,3617,46.7981,7.65415,1,0,0,0,0
2020-03-11,FR,1713,46.8186,7.28247,0,0,1,0,0
2020-03-11,BE,3145,46.8828,7.37976,0,0,0,0,1
2020-03-11,GR,7183,46.6902,8.84919,0,0,2,0,0
2020-03-11,BE,2560,47.1243,7.24087,0,0,0,0,1
2020-03-11,ZH,8623,47.33,8.81827,0,0,1,0,0
2020-03-11,ZH,8057,47.3828,8.53081,0,0,1,0,0
2020-03-11,FR,1752,46.7944,7.12514,0,0,0,1,0
2020-03-11,NE,2065,47.0503,6.95659,0,1,0,0,0
2020-03-11,GE,1257,46.1432,6.1137,0,0,0,0,1
2020-03-11,FR,3186,46.8447,7.19101,0,0,0,0,1
2020-03-11,GE,1231,46.1889,6.17799,0,1,0,0,0
2020-03-11,BE,3754,46.6064,7.53627,0,0,0,0,2
2020-03-11,FR,1643,46.6773,7.07685,0,0,0,0,1
2020-03-11,AG,5405,47.4651,8.28966,0,0,0,1,0
2020-03-11,FL,9493,47.2117,9.56394,0,0,0,1,0
2020-03-11,ZH,8031,47.3828,8.53081,0,0,2,0,0
2020-03-11,TI,6883,45.8428,8.97851,0,0,1,0,0
2020-03-11,TI,6992,45.9958,8.88044,0,1,0,0,0
2020-03-11,VD,1180,46.4576,6.33156,1,0,0,0,0
2020-03-11,GE,1208,46.2084,6.1427,0,0,0,1,0
2020-03-11,BL,4437,47.3767,7.73942,0,0,1,0,0
2020-03-11,TI,6944,46.0373,8.94444,1,0,0,0,0
2020-03-11,SO,5015,47.4059,7.99374,1,0,0,0,0
2020-03-11,SG,8884,47.0776,9.24586,0,0,1,0,0
2020-03-11,GR,7152,46.7983,9.26617,0,0,0,1,0
2020-03-11,TG,9555,47.5167,9.03333,0,1,0,1,0
2020-03-11,SO,4228,47.3717,7.54476,1,0,0,0,0
2020-03-11,GR,7212,46.9799,9.62902,0,0,0,2,0
2020-03-11,VS,1906,46.1213,7.13673,1,0,0,0,0
2020-03-11,JU,2822,47.3692,7.39303,1,0,0,0,0
2020-03-11,TI,6500,46.1999,9.02267,0,0,1,0,0
2020-03-11,BE,4538,47.2541,7.67756,0,0,1,0,0
2020-03-11,VD,1270,46.4189,6.19654,0,1,0,0,0
2020-03-11,AG,5075,47.5013,8.06372,0,0,0,1,0
2020-03-11,BE,2746,47.2854,7.45199,0,1,0,0,0
2020-03-11,TI,6980,45.9928,8.83809,0,0,0,0,1
2020-03-11,SO,4581,47.1507,7.51275,0,0,0,1,0
2020-03-11,AG,5316,47.58,8.20798,0,0,0,1,0
2020-03-11,SG,9450,47.3564,9.5381,1,0,0,0,0
